FeedbackID,EmployeeID,Date,FeedbackText,Sentiment
5402dc7e-4782-446d-9a3a-0fed909bb625,ce8e066d-bf71-4044-8854-fc0328983d5d,2022-01-10,I appreciate the continuous learning opportunities provided.,Positive
501797e4-5108-4a9d-be03-e63c797319ff,ce8e066d-bf71-4044-8854-fc0328983d5d,2019-06-13,The current management style is very supportive.,Positive
1b825f22-0d85-4521-9242-52447d6d5205,ce8e066d-bf71-4044-8854-fc0328983d5d,2024-12-18,Communication between departments could be improved.,Negative
5dd7ba22-f15b-45fd-b457-377d6b57c28f,54c2c80f-93cd-4331-ae33-a7b3e0647f9c,2021-09-23,We need better tools to handle the increased workload.,Negative
25b09a9d-b113-4278-af30-d3636a432867,f5114312-5644-4042-a24c-2a5b968935c5,2021-12-15,I appreciate the continuous learning opportunities provided.,Positive
3219d6d1-da0a-47f9-8a22-e01ad012361b,3e9a5a42-aacf-4a7c-88b6-19fe91ed982a,2023-08-26,I feel that I need more challenging projects to grow.,Neutral
d8309207-5bcb-47b3-8451-e9e34047ac41,77d4a991-fb0f-4b52-97ee-3e209c3e5724,2025-07-07,The current management style is very supportive.,Positive
b979dae7-2209-44d7-9c61-9597a0292880,6425c2d4-04ed-4ba9-a69e-86bb62eb8f87,2026-06-27,I feel that I need more challenging projects to grow.,Neutral
dea139e6-98de-4ef7-be9a-044e09a4a6d4,f555012d-2d12-4013-b51e-ff95bac02786,2023-03-29,"Great team environment, love working here.",Positive
112a879b-e6ef-4ca1-b512-f98482b2bb7a,f555012d-2d12-4013-b51e-ff95bac02786,2024-08-11,The current management style is very supportive.,Positive
f5632aca-e69f-4a07-a733-ba4893c75878,e2adefb3-9e9b-4fdd-9fd0-84c65137702c,2020-10-26,I feel overlooked for promotions despite my hard work.,Negative
d34f4ebc-ae3d-4ff8-8587-2d7c9da7eff2,e2adefb3-9e9b-4fdd-9fd0-84c65137702c,2022-08-01,I feel overlooked for promotions despite my hard work.,Negative
bd30d963-cc95-4abb-b685-c1b5e7932653,08854e92-a5e5-4e86-a8ad-906cd5829ace,2026-04-20,Sometimes I feel micromanaged by leadership.,Negative
4dc241ee-a575-42f5-a47d-3577e0630dc3,08854e92-a5e5-4e86-a8ad-906cd5829ace,2026-06-30,I appreciate the continuous learning opportunities provided.,Positive
c80b2927-88f2-47a3-b935-458859280cfd,08854e92-a5e5-4e86-a8ad-906cd5829ace,2026-05-03,"Great team environment, love working here.",Positive
c02343fd-282f-4480-8c84-1baee16c2bdd,a63b557e-647f-43a0-8b53-468086b5f416,2025-02-01,Communication between departments could be improved.,Negative
00c94c23-ff72-4bc9-b134-64d43fd4b90e,0c15f430-dc2c-4c76-9e9d-7e25235515b7,2025-08-12,We need better tools to handle the increased workload.,Negative
cb9c9389-8894-4b23-94c8-d494f32a644a,0c15f430-dc2c-4c76-9e9d-7e25235515b7,2026-05-13,The benefits package is competitive but could improve on health coverage.,Neutral
678165d2-c705-428a-a7fe-0c0b4b271206,ae90fc59-0ee6-49fb-807c-0107e1cc29c5,2022-03-04,The current management style is very supportive.,Positive
f4e340ac-4dc7-4108-b181-cea2ecfb22f6,e11200db-2e7c-4d81-b313-f677f9bc12cb,2024-04-30,I appreciate the continuous learning opportunities provided.,Positive
d420989e-51ff-468d-ab00-11c92d6f9891,e11200db-2e7c-4d81-b313-f677f9bc12cb,2021-04-14,Communication between departments could be improved.,Negative
39ec71a9-4765-4a89-90c6-f5b14644f7bd,0913d798-c034-495a-9f09-389a1221427b,2026-05-27,I feel overlooked for promotions despite my hard work.,Negative
e9f8dc4f-faac-4514-94fc-cac27f3e8fdf,4e89e578-b3e7-40ec-8190-2daf789ae4ad,2024-10-18,I appreciate the continuous learning opportunities provided.,Positive
c9164ea2-77c2-4f7c-8f72-75b63f67db16,4e89e578-b3e7-40ec-8190-2daf789ae4ad,2024-08-14,The current management style is very supportive.,Positive
32f53abc-f7a1-4704-9a8e-b8421849762c,4e89e578-b3e7-40ec-8190-2daf789ae4ad,2023-08-31,The benefits package is competitive but could improve on health coverage.,Neutral
bd9bd7c2-2073-40f2-8fae-c2e020d9b3cb,9472e625-2d0e-49b3-a9fb-6acb3b03aadb,2026-06-20,Communication between departments could be improved.,Negative
e5710af7-0b47-42a1-b33f-940d56ddaad2,9472e625-2d0e-49b3-a9fb-6acb3b03aadb,2026-05-29,I feel that I need more challenging projects to grow.,Neutral
54bb8084-cfe8-47c1-9c26-c23fa70ab232,4c0e1d10-c487-4981-b91a-71f1dbd78ea4,2020-09-30,"Great team environment, love working here.",Positive
4863d3e1-cd5b-4be7-9ca4-76f8b16e65f2,4c0e1d10-c487-4981-b91a-71f1dbd78ea4,2022-11-15,I feel overlooked for promotions despite my hard work.,Negative
84a5d3b2-8944-4c9b-a12a-c654fbcffb61,640d08fc-ba1c-4286-bd93-ef0805dc477c,2025-10-20,The current management style is very supportive.,Positive
573f9969-620c-4b84-839b-45d0c1483a44,640d08fc-ba1c-4286-bd93-ef0805dc477c,2026-05-05,Sometimes I feel micromanaged by leadership.,Negative
487a2d19-8ff1-48a9-92e7-19bfa511a560,640d08fc-ba1c-4286-bd93-ef0805dc477c,2025-06-09,"Great team environment, love working here.",Positive
2ced5247-507f-43ad-ad67-e493501bd279,2318b5e1-2d30-420b-94ab-a93ba861f50b,2023-09-29,Communication between departments could be improved.,Negative
38db4a5c-4ba0-4e4f-8a2a-913c45cb712d,d5d70af6-3d6e-4a87-9be0-852c21690127,2018-12-29,"Great team environment, love working here.",Positive
1c8531a0-89f5-48d2-a20f-8b6489b095c7,784007a1-78b2-41ca-9cb2-75f3175db8d7,2025-12-19,"Great team environment, love working here.",Positive
d321e647-09e5-4c9b-82ea-11aa747e4b8d,784007a1-78b2-41ca-9cb2-75f3175db8d7,2025-12-29,The current management style is very supportive.,Positive
fe637b12-6dd3-49ad-9087-598ed65c6fec,e497b0c9-088b-4946-9c16-9a85f61900ca,2026-03-15,We need better tools to handle the increased workload.,Negative
da4eb483-b680-414f-b97e-b1f4f20331f6,e497b0c9-088b-4946-9c16-9a85f61900ca,2026-06-10,I feel overlooked for promotions despite my hard work.,Negative
99498092-4d47-4dcd-96a0-9bb200c148ed,85bbda80-b791-4b66-b3af-811cc62f0940,2025-05-09,I feel that I need more challenging projects to grow.,Neutral
81564743-e84c-49a7-be7e-6bfd30513da1,85bbda80-b791-4b66-b3af-811cc62f0940,2025-12-01,The current management style is very supportive.,Positive
b67ab7dc-c727-496b-aa6b-5873b1027cf2,97ea281b-0e5f-4277-975c-af98206928b4,2023-02-11,Communication between departments could be improved.,Negative
680e0d8c-2046-440b-b006-9131ed7f2c1a,97ea281b-0e5f-4277-975c-af98206928b4,2021-07-07,I appreciate the continuous learning opportunities provided.,Positive
688707ac-dc69-4a3c-a784-b7d6b3108f0c,97ea281b-0e5f-4277-975c-af98206928b4,2020-06-04,Communication between departments could be improved.,Negative
9a066f06-4934-43c5-bd35-89aa65c824aa,2c9e6be5-dea5-446d-be0e-1edb469f1e48,2022-12-07,The current management style is very supportive.,Positive
8d8c70e8-7f43-4c6f-af74-2d7d8433fff0,2c9e6be5-dea5-446d-be0e-1edb469f1e48,2020-01-19,I appreciate the continuous learning opportunities provided.,Positive
09403d26-ffac-4f58-862e-d5b5e4429a0a,426200c9-c9bb-4773-84c9-b06ba643f51b,2019-12-05,Communication between departments could be improved.,Negative
e99013c4-d92e-4ae7-8309-e3bc20cb56dc,426200c9-c9bb-4773-84c9-b06ba643f51b,2023-07-20,"Great team environment, love working here.",Positive
dece9719-d7e1-4873-ac4a-46785adf9ea4,55a47447-9d03-4c05-8d19-11a0ba611b34,2025-05-06,Communication between departments could be improved.,Negative
9a752cb9-1dce-47ad-9b54-475de678a7de,55a47447-9d03-4c05-8d19-11a0ba611b34,2025-01-23,We need better tools to handle the increased workload.,Negative
b38ac065-5fbd-4d5a-9812-8e77c0d98475,55a47447-9d03-4c05-8d19-11a0ba611b34,2026-01-31,Sometimes I feel micromanaged by leadership.,Negative
dc48a054-dc7c-4995-8aee-d19ffb8e1823,3fcedc19-8a37-45ec-ae9b-35a2dc139816,2017-10-28,We need better tools to handle the increased workload.,Negative
317c90c3-6a24-4cf5-91d6-f73f73d24a2d,3fcedc19-8a37-45ec-ae9b-35a2dc139816,2020-02-20,Sometimes I feel micromanaged by leadership.,Negative
034f6a30-bb83-4587-bcd2-c1e480eac1ac,994d2720-c8cf-4e93-85ab-0b7516943efc,2026-03-29,We need better tools to handle the increased workload.,Negative
90325165-ae41-48d7-b30b-3845815f0ac3,e0556e08-a460-4d98-a492-74a34a9b2c2d,2025-10-20,I feel overlooked for promotions despite my hard work.,Negative
11628b97-4ce2-4f25-af36-825312545410,bae6e5cc-583b-4a95-9a57-a41fd83ff1b7,2023-02-16,I am very happy with the recent changes in remote work policy.,Positive
13ba0a54-fc75-4d03-82e1-377a23f7abce,bae6e5cc-583b-4a95-9a57-a41fd83ff1b7,2024-03-15,I feel that I need more challenging projects to grow.,Neutral
d36726be-fb6f-4c51-bb41-9b950c37b815,20711a1c-8a89-47ef-8b64-34fca4b8eee1,2026-01-17,I feel overlooked for promotions despite my hard work.,Negative
8b8e82a5-a8ef-4f08-aa82-6632907ba4b4,20711a1c-8a89-47ef-8b64-34fca4b8eee1,2023-08-25,The current management style is very supportive.,Positive
123dd22c-e186-4d67-b91b-01f30d7b15e0,85dec03c-c7a0-4336-815e-58483701c142,2025-12-26,I feel overlooked for promotions despite my hard work.,Negative
503fb65a-6a4b-4b32-8fee-d4c0d5e99dea,61d91000-d0e7-435a-90d2-519fd3d55efc,2024-11-01,I appreciate the continuous learning opportunities provided.,Positive
168505ee-8e1c-49a3-be0d-f4f9e3fb04de,61d91000-d0e7-435a-90d2-519fd3d55efc,2025-06-03,I feel that I need more challenging projects to grow.,Neutral
87ffb7e4-195d-4581-8dd2-c18b11208835,e5f46248-1611-42e2-83e7-260863c29d11,2024-03-13,We need better tools to handle the increased workload.,Negative
6db1cb10-15ac-4bb8-98e4-da40ba1a36c0,e5f46248-1611-42e2-83e7-260863c29d11,2019-07-07,Communication between departments could be improved.,Negative
efc8ae02-85cd-4591-83d4-36e39c5b6a22,f47e37f2-344a-4c01-8134-677e2382f837,2020-06-06,I am very happy with the recent changes in remote work policy.,Positive
b64b1deb-0762-4c1a-92ab-8c60c1d56a93,1dc35fbf-ffe5-4b2a-81ab-3d79afcd6523,2024-12-14,The current management style is very supportive.,Positive
bea60f8f-c604-42bf-8abf-937ace97c5c0,1dc35fbf-ffe5-4b2a-81ab-3d79afcd6523,2024-04-08,The current management style is very supportive.,Positive
d5f7a05c-004a-4bf4-9867-c000ffbd20c5,f8847dac-df05-4392-b46f-a6d07624e493,2025-02-20,I appreciate the continuous learning opportunities provided.,Positive
89bfe408-cdca-4ff7-b6e1-aaedf9c8e869,4806dda9-b0db-4b42-97c9-77e7e81c30eb,2023-01-13,Sometimes I feel micromanaged by leadership.,Negative
29c309f3-f638-4c3c-9795-143df3d3c875,4806dda9-b0db-4b42-97c9-77e7e81c30eb,2020-12-21,The benefits package is competitive but could improve on health coverage.,Neutral
9d948d7c-8adf-4638-870c-c2bce90c42dc,4806dda9-b0db-4b42-97c9-77e7e81c30eb,2025-10-01,Communication between departments could be improved.,Negative
7b71768d-8d64-4aa3-80ff-41235c8f265d,72010f81-b32b-461e-950d-b2d480ee3dee,2017-06-12,I am very happy with the recent changes in remote work policy.,Positive
289d3447-557c-4195-878d-665d0ede4631,72010f81-b32b-461e-950d-b2d480ee3dee,2018-06-20,Sometimes I feel micromanaged by leadership.,Negative
7493a910-0da3-4129-8bbb-e410605b9df1,72010f81-b32b-461e-950d-b2d480ee3dee,2024-10-31,Communication between departments could be improved.,Negative
f34d41fd-58d7-483f-96f5-bfec83484b08,85fc90b8-28c1-45f5-8dba-1d739cdad787,2022-01-10,The benefits package is competitive but could improve on health coverage.,Neutral
aef7fe13-961c-4b3e-83b6-10ee67619e93,85fc90b8-28c1-45f5-8dba-1d739cdad787,2023-03-14,I am very happy with the recent changes in remote work policy.,Positive
7a01521e-51cb-45cc-b6df-40dfc76a5ace,5d5a2fa6-e6b9-4137-93f2-9f6f9cbbe7e1,2025-09-12,Communication between departments could be improved.,Negative
9654c26a-92a5-4f26-8cac-2e048904f0cb,5d5a2fa6-e6b9-4137-93f2-9f6f9cbbe7e1,2025-08-12,We need better tools to handle the increased workload.,Negative
5e400d04-1293-466e-8112-5c64eb397d31,5d5a2fa6-e6b9-4137-93f2-9f6f9cbbe7e1,2024-06-06,I am very happy with the recent changes in remote work policy.,Positive
0855e795-13b5-4d12-993b-120caa5366c8,0ae09915-a0c5-4351-830e-b527edc025cc,2026-06-18,"Great team environment, love working here.",Positive
2fb226fc-9599-461b-8116-976f5188d96b,0ae09915-a0c5-4351-830e-b527edc025cc,2026-02-27,Sometimes I feel micromanaged by leadership.,Negative
34ba80b8-433e-43e0-89dd-1233eee8951b,169011c2-973a-4016-a77c-8fc0cfd01f51,2026-04-25,"Great team environment, love working here.",Positive
8ff0ef82-f826-462f-ac88-89603e050668,169011c2-973a-4016-a77c-8fc0cfd01f51,2024-08-20,I appreciate the continuous learning opportunities provided.,Positive
225807c5-b452-4929-a1f0-8e06f01d4378,169011c2-973a-4016-a77c-8fc0cfd01f51,2025-03-29,Communication between departments could be improved.,Negative
07eb9381-b1a2-4fb9-84ed-a5187efaf1bb,4fcf49a8-35de-4205-b241-f8279c2f3faf,2025-08-03,Communication between departments could be improved.,Negative
7b37e8e4-e9e8-4e83-9bd8-bdd0471ba712,444c8dc3-243a-4f89-af20-f76e15ee9b27,2021-07-14,I feel overlooked for promotions despite my hard work.,Negative
3ce405ec-02a2-4de3-9442-286a676b15f8,4f69890d-c83f-476f-986f-a24897090da3,2021-04-08,The current management style is very supportive.,Positive
48495180-902f-4df2-acfa-418191a9eae8,4f69890d-c83f-476f-986f-a24897090da3,2021-05-30,The benefits package is competitive but could improve on health coverage.,Neutral
bf60c252-ba7c-44de-876e-1185e6b9b0bf,e9962ed3-0fec-4e5c-b8b4-7a7c1b8e1563,2026-05-19,I am very happy with the recent changes in remote work policy.,Positive
